STATISTIC,STATISTIC Label,TLIST(M1),Month,C02071V02502,Selected Base Reference Period,UNIT,VALUE
CPM02,Consumer Price Index,192403,1924 March,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192403,1924 March,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,1,Base July 1914=100,Base = 100,178
CPM02,Consumer Price Index,192404,1924 April,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192404,1924 April,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,1,Base July 1914=100,Base = 100,178
CPM02,Consumer Price Index,192405,1924 May,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192405,1924 May,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,1,Base July 1914=100,Base = 100,178
CPM02,Consumer Price Index,192406,1924 June,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192406,1924 June,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,1,Base July 1914=100,Base = 100,183
CPM02,Consumer Price Index,192407,1924 July,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192407,1924 July,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,1,Base July 1914=100,Base = 100,183
CPM02,Consumer Price Index,192408,1924 August,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192408,1924 August,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,1,Base July 1914=100,Base = 100,183
CPM02,Consumer Price Index,192409,1924 September,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192409,1924 September,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,1,Base July 1914=100,Base = 100,193
CPM02,Consumer Price Index,192410,1924 October,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192410,1924 October,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,1,Base July 1914=100,Base = 100,193
CPM02,Consumer Price Index,192411,1924 November,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192411,1924 November,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,1,Base July 1914=100,Base = 100,193
CPM02,Consumer Price Index,192412,1924 December,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192412,1924 December,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,1,Base July 1914=100,Base = 100,195
CPM02,Consumer Price Index,192501,1925 January,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192501,1925 January,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,1,Base July 1914=100,Base = 100,195
CPM02,Consumer Price Index,192502,1925 February,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192502,1925 February,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,1,Base July 1914=100,Base = 100,195
CPM02,Consumer Price Index,192503,1925 March,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192503,1925 March,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,1,Base July 1914=100,Base = 100,188
CPM02,Consumer Price Index,192504,1925 April,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192504,1925 April,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,1,Base July 1914=100,Base = 100,188
CPM02,Consumer Price Index,192505,1925 May,2,Base August 1947=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,3,Base August 1953=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,192505,1925 May,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,192506,1925 June,1,Base July 1914=100,Base = 100,188
CPM02,Consumer Price Index,192506,1925 June,2,Base August 1947=100,Base = 100,
