"STATISTIC","Statistic Label","TLIST(A1)","Year","C01779V03424","Commodity Group","UNIT","VALUE"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1977","1977","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","-","All items","Base Dec 2011=100","21.1"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1978","1978","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","-","All items","Base Dec 2011=100","23.9"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1979","1979","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","-","All items","Base Dec 2011=100","28.2"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1980","1980","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","-","All items","Base Dec 2011=100","34"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1981","1981","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","-","All items","Base Dec 2011=100","39.8"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1982","1982","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","-","All items","Base Dec 2011=100","43.9"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1983","1983","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","-","All items","Base Dec 2011=100","47.7"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1984","1984","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","-","All items","Base Dec 2011=100","50.3"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1985","1985","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","-","All items","Base Dec 2011=100","52.2"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","06","Health","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","07","Transport","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","08","Communications","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","09","Recreation and culture","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","10","Education","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","11","Restaurants and hotels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1986","1986","12","Miscellaneous goods and services","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1987","1987","-","All items","Base Dec 2011=100","53.9"
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1987","1987","01","Food and non-alcoholic beverages","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1987","1987","02","Alcoholic beverages and tobacco","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1987","1987","03","Clothing and footwear","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1987","1987","04","Housing, water, electricity, gas and other fuels","Base Dec 2011=100",""
"CPA01C02","Consumer Price Index (Base Dec 2011=100)","1987","1987","05","Furnishings, household equipment and routine household maintenance","Base Dec 2011=100",""
